phone,gender,age,state,region,income,incomeGroup,maritalStatus,employment,education,ethnicity,hispanic,product_purchased
,Female,43,TEXAS,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Employed full time,"Completed some college, but no degree",Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,71,NEW HAMPSHIRE,Northeast,"$150,000 to $174,999","$150,000 or more",Domestic partnership/living with someone,Self-employed full-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,82,ARIZONA,West,"$50,000 to $54,999","$50,000 to $74,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,69,KANSAS,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Temporarily unemployed,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,59,GEORGIA,South,"$200,000 to $249,999","$150,000 or more",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,41,WISCONSIN,Midwest,"$60,000 to $64,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,62,NEVADA,West,"$90,000 to $94,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,45,TEXAS,South,"$70,000 to $74,999","$50,000 to $74,999",Married,Employed full time,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,50,HAWAII,West,"$175,000 to $199,999","$150,000 or more","Separated, divorced or widowed",Employed full time,Master's or professional degree,Asian - Asian Indian,"Yes, Mexican, Mexican American, Chicano",
,Male,56,LOUISIANA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,56,TEXAS,South,"$75,000 to $79,999","$75,000 to $99,999",Domestic partnership/living with someone,Unable to work,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,64,PENNSYLVANIA,Northeast,"$50,000 to $54,999","$50,000 to $74,999",Married,Self-employed part-time,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,42,MONTANA,West,"$90,000 to $94,999","$75,000 to $99,999",Married,Employed part time,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,60,CALIFORNIA,West,"$55,000 to $59,999","$50,000 to $74,999","Single, never married",Employed full time,Associate's degree,Asian - Filipino,"Yes, Mexican, Mexican American, Chicano",
,Male,59,WASHINGTON,West,"$125,000 to $149,999","$125,000 to $149,999",Married,Prefer not to answer,Master's or professional degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,51,OREGON,West,"$95,000 to $99,999","$75,000 to $99,999",Married,Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,54,VIRGINIA,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Employed part time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,61,MARYLAND,South,"$65,000 to $69,999","$50,000 to $74,999","Single, never married",Retired,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,56,TEXAS,South,"$125,000 to $149,999","$125,000 to $149,999","Single, never married",Self-employed full-time,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,44,TEXAS,South,"$175,000 to $199,999","$150,000 or more",Married,Employed full time,Master's or professional degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,63,WASHINGTON,West,"$55,000 to $59,999","$50,000 to $74,999",Married,Retired,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,40,CALIFORNIA,West,"$70,000 to $74,999","$50,000 to $74,999","Single, never married",Temporarily unemployed,Master's or professional degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,50,TENNESSEE,South,"$200,000 to $249,999","$150,000 or more",Married,Employed full time,Master's or professional degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,59,NEVADA,West,"$55,000 to $59,999","$50,000 to $74,999","Separated, divorced or widowed",Employed part time,Associate's degree,Asian - Filipino,"Yes, Mexican, Mexican American, Chicano",
,Male,45,TEXAS,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,Asian - Filipino,"Yes, Mexican, Mexican American, Chicano",
,Male,63,TENNESSEE,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Employed full time,Master's or professional degree,Asian - Filipino,"Yes, another Hispanic, Latino, or Spanish origin - Spain",
,Male,62,SOUTH CAROLINA,South,"$70,000 to $74,999","$50,000 to $74,999","Single, never married",Self-employed full-time,"Completed some college, but no degree",Asian - Filipino,"Yes, Puerto Rican",
,Male,80,ILLINOIS,Midwest,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,50,TENNESSEE,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Temporarily unemployed,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,72,FLORIDA,South,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,67,DELAWARE,South,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,78,CALIFORNIA,West,"$85,000 to $89,999","$75,000 to $99,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,75,ILLINOIS,Midwest,"$60,000 to $64,999","$50,000 to $74,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,62,VIRGINIA,South,"$175,000 to $199,999","$150,000 or more",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,84,INDIANA,Midwest,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,73,NEW JERSEY,Northeast,"$50,000 to $54,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"Yes, Cuban",
,Male,80,PENNSYLVANIA,Northeast,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,68,NEW YORK,Northeast,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Retired,Bachelor's degree,White,"Yes, another Hispanic, Latino, or Spanish origin - Other",
,Female,65,MASSACHUSETTS,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Domestic partnership/living with someone,Self-employed part-time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,73,FLORIDA,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,79,VIRGINIA,South,"$150,000 to $174,999","$150,000 or more",Married,Retired,Master's or professional degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,86,ARIZONA,West,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,70,INDIANA,Midwest,"$175,000 to $199,999","$150,000 or more","Separated, divorced or widowed",Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,70,KENTUCKY,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,60,FLORIDA,South,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,62,KANSAS,Midwest,"$90,000 to $94,999","$75,000 to $99,999",Married,Full-time homemaker,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,54,WASHINGTON,West,"$95,000 to $99,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,48,COLORADO,West,"$55,000 to $59,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,Associate's degree,White,"Yes, Mexican, Mexican American, Chicano",
,Male,35,ARKANSAS,South,"$125,000 to $149,999","$125,000 to $149,999","Single, never married",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,52,KENTUCKY,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Disabled,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,39,TENNESSEE,South,"$75,000 to $79,999","$75,000 to $99,999","Single, never married",Employed full time,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,52,OHIO,Midwest,"$60,000 to $64,999","$50,000 to $74,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,71,TEXAS,South,"$75,000 to $79,999","$75,000 to $99,999","Separated, divorced or widowed",Temporarily unemployed,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,82,NEW JERSEY,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,67,FLORIDA,South,"$75,000 to $79,999","$75,000 to $99,999","Separated, divorced or widowed",Self-employed full-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,64,NEW JERSEY,Northeast,"$175,000 to $199,999","$150,000 or more",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,71,WEST VIRGINIA,South,"$80,000 to $84,999","$75,000 to $99,999",Married,Full-time homemaker,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,49,OKLAHOMA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Leave of Absence,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,77,ILLINOIS,Midwest,"$85,000 to $89,999","$75,000 to $99,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,72,OHIO,Midwest,"$175,000 to $199,999","$150,000 or more","Separated, divorced or widowed",Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,86,FLORIDA,South,"$70,000 to $74,999","$50,000 to $74,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,58,KENTUCKY,South,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,84,MINNESOTA,Midwest,"$75,000 to $79,999","$75,000 to $99,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,56,TENNESSEE,South,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,59,PENNSYLVANIA,Northeast,"$65,000 to $69,999","$50,000 to $74,999",Married,Disabled,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,61,ALABAMA,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,67,NEW JERSEY,Northeast,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,50,COLORADO,West,"$100,000 to $124,999","$100,000 to $124,999","Single, never married",Self-employed part-time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,47,SOUTH CAROLINA,South,"$95,000 to $99,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,73,NORTH DAKOTA,Midwest,"$80,000 to $84,999","$75,000 to $99,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,66,MASSACHUSETTS,Northeast,"$65,000 to $69,999","$50,000 to $74,999","Single, never married",Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,42,LOUISIANA,South,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Employed full time,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,71,FLORIDA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed part time,Bachelor's degree,White,"Yes, Mexican, Mexican American, Chicano",
,Male,42,TENNESSEE,South,"$150,000 to $174,999","$150,000 or more","Separated, divorced or widowed",Employed full time,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,55,ILLINOIS,Midwest,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,78,IOWA,Midwest,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed part time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,73,SOUTH CAROLINA,South,"$85,000 to $89,999","$75,000 to $99,999",Domestic partnership/living with someone,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,45,MASSACHUSETTS,Northeast,"$90,000 to $94,999","$75,000 to $99,999","Single, never married",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
